 Text, Selected_text,Sentiments
 http://twitpic.com/4vuuy - That`s so cool.,Thats cool,1
school. 39 days !!! so exited. Amazing premier ,school days Amazing,1
  tis very useful indeed esp. for newbies like me!,like,1
Gonna go and see my sister at Mount Sinai ....  she`s there for at least another 24 hours.,Gonna go and see my sister at Mount Sinai ....  she`s there for at least another 24 hours.,0
 it was just the handle tg, it was just the handle tg,0
backe backe... MUFFINS!!!,backe backe... MUFFINS!!!,0
is relaxing after working on Mothers Day.  Oh well. A good day had.  Hope you are all well,relaxing working Oh good Hope,1
lasttt mondayyy of classs,lasttt mondayyy of classs,0
 yup!  Now I can join in on the nin access fun!,fun,1
"I just walked into work, all the while thinking that I was sitting in Bellagio this time Wednesday.","I just walked into work, all the while thinking that I was sitting in Bellagio this time Wednesday.",0
 unfair  I wanna go too.,wanna,2
Download movie  'A Good Day to Be Black &#38 Sexy' http://tinyurl.com/ckmkul cool #movie,movie Good Sexy cool movie,1
Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I`m sittin down!!,run tried kill legs,2
" Aww, that`s sad.  I miss seeing you guys on the big screen.",Aww thats sad miss seeing guys big,2
 I knooww  & my hot water bottle iss in whangamata without me. ahhhhh, I knooww  & my hot water bottle iss in whangamata without me. ahhhhh,0
" eeeeep so jealous ;) I`m at work  um, how can u receive Viva? Do they broadcast it online? :plz:",jealous,2
 Thank you so much phaoloo !!!!,Thank,1
 the hotel should be thankful,thankful,1
"Watching GH. I feel so bad for Carly.  OMG, so **** up.",Watching feel bad OMG,2
 rofl that`s what we like to hear,thats like hear,1
"Ok I`m frustrated, there is hella dust between the screens of my blackberry",Ok frustrated,2
IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[,ANYONE AWAKE oh god dying,2
 We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party, We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party,0
"Change of plans, working inside bar tonight","Change of plans, working inside bar tonight",0
 thanks for following,following,1
" Well, good luck then.",good luck,1
at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes,getting eat kill,2
Arghhhhhhhhh... i can`t keep up with these TwitterBones peeps,keep,2
Undervote is just going on  I`m all overalled up,Undervote is just going on  I`m all overalled up,0
making german apple slice  nom nom nom,making,1
Looks like its another night at the office lol,Looks like its another night at the office lol,0
My tummy hurts,tummy hurts,2
Got about 2 hours sleep.,Got about 2 hours sleep.,0
Anybody else experiencing painful slowdowns with facebook?,else painful facebook,2
Lol..2 people in falcon..and boo one of them being becca,Lol..2 people in falcon..and boo one of them being becca,0
i really need to earn money... so that i can watch the PCD concert,i really need to earn money... so that i can watch the PCD concert,0
The poor Pirate had out his last wisdom tooth and is looking really peaky.,poor looking,2
Mozzer cancelled tonight by the looks of it.,cancelled tonight looks,1
"waiting for aaron to get into town, and then leave him for work. booo",waiting leave,2
morning tweat tweat twitter,morning tweat tweat twitter,0
Headed home ... Charlie`s at the vet,Headed home ... Charlie`s at the vet,0
i wanna b maliks from taking the stage,i wanna b maliks from taking the stage,0
is going to bed soon. happy mothers day to all the mothers  <333 ryan less than 3 weeks :],bed soon happy less,1
"bored bored bored! wish i had something to do tomorrow, especially with the weather we`re to have!  not fair",bored bored bored wish something especially weather fair,2
 well even with her breakdown she was better than the other acts unfortunately! Britain`s got very little talent,even better unfortunately little,2
about to go to leeds shopping,about to go to leeds shopping,0
" Sadly, I can`t view that site due to region restrictions",Sadly site due,2
"It`s 20:50 hs and i`m still at the office...really tired,wanna go home!",ELLE EST BONNE SA MERE,2
Aly & AJ new album this summer. YAY!,summer YAY,1
_day26 ~ Awwwww have fun with the fam boo boo,fun boo boo,1
@ lovelytrinkets I like the way you worded that about Rocky Road,like way,1
Mexican coca cola in a bottle. New favorite thing.  No high fructose corn syrup....  sugar is so awesomely old school.,favorite thing high old school,1
Got people don`t let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,people let waste parents money fair,2
I have nothing witty to say,I have nothing witty to say,0
 me too., me too.,0
Hi ho  hi ho it`s off to work we go,Hi ho  hi ho it`s off to work we go,0
 Thanks for the hint.  http://tinyurl.com/chtx7e.,ELLE EST BONNE SA MERE,1
" u welcome babe, kill the show! Yuuupp!",welcome babe kill show,1
" Hey, Candis."," Hey, Candis.",0
 I was never a good stereotypical teen,never good,2
I love my Maitu. N she loves me. Happy mothers day mama!,love loves Happy mama,1
 i am so sorry,sorry,2
i want to go to singapore but my mother seems not,i want to go to singapore but my mother seems not,0
JB on the front of factor x!!!!! wooh contest timeee,JB on the front of factor x!!!!! wooh contest timeee,0
 so u aren`t going to be in Chicago, so u aren`t going to be in Chicago,0
i have problems wih pizza..ii love it too much..i`m so addicted to pizza  and Dot Dot Curve. >,problems love,1
So tired.,tired,2
had a lovely breakfast with mum...yummy pancakes,lovely breakfast,1
 Yay! have fun,Yay fun,1
 Why thank you... Us Mami`s are bringin` sexy back...,thank Us sexy,1
 lucky! that`s awesome,lucky thats awesome,1
"Oh god, a moth was living in a **** power outlet!  (Actually, my PowerSquid.)",Oh god Actually,2
"I am craving Burrito Boys - Large halibut, with everything on it, no jalepenos, 1 line hot sauce. Can anybody hook me up?","I am craving Burrito Boys - Large halibut, with everything on it, no jalepenos, 1 line hot sauce. Can anybody hook me up?",0
Oh is that time for real?,Oh is that time for real?,0
So now we`ll pay more in sales tax...great.  Even worse Mom and Pop businesses have to double what they pay in business licenses.,So now we`ll pay more in sales tax...great.  Even worse Mom and Pop businesses have to double what they pay in business licenses.,0
"I love  very much  I called him, but he was talking to other fans  I love you a lot Mitchel! I`ll see u in El Cajon. June 7",love fans love lot Ill,1
I misses my bed  so sleepy!,misses bed,2
"Woo! Two days till awesome gig, one day till Uni is finished for 12 days  #gigs #3yp",Woo Two days till awesome till finished days,1
No TV and no internet make Catherine something something?,No TV and no internet make Catherine something something?,0
Anyone have some advice??? I need it!!,Anyone have some advice??? I need it!!,0
Just found mj mouse flats at DJs. Of course there are none left in my size,found none left,2
I`m dreading hearing even worse news tonight,even worse news tonight,2
"so now that I have a whole 20 followers, 5 of them actual people, I don`t know what to write in here anymore","so now that I have a whole 20 followers, 5 of them actual people, I don`t know what to write in here anymore",0
haappy bank holiday  2 weeeeks. aah!,bank holiday,1
  I thought  was against licensing stores bc it takes away from the experience they want to provide,  I thought  was against licensing stores bc it takes away from the experience they want to provide,0
_a_michael It doesn`t look like you`re tired in the pic.  Don`t work too hard.,_a_michael It doesn`t look like you`re tired in the pic.  Don`t work too hard.,0
so I slept in a little...well a lot. whooops,so I slept in a little...well a lot. whooops,0
says my new layout is so cute x) see the cuties ? hahahah  http://plurk.com/p/suqp6,cute,1
" Good night, Rob. Sleep well. Safe travels tomorrow!",Good Sleep Safe,1
 i know i suck.  my data plan is weak sauce.,suck weak,2
" Well I will be making beds, creating noise & cleaning cleaning all day long.  With music & a smile  x"," Well I will be making beds, creating noise & cleaning cleaning all day long.  With music & a smile  x",0
"  Bit of New Scientist, this weeks an last weeks, and Watership Down","  Bit of New Scientist, this weeks an last weeks, and Watership Down",0
 dear oh dear.....,oh,2
my monday running so fast!,my monday running so fast!,0
playing at my old school playground still the same except them lame **** got rid of the tire swing,playing old school lame,2
happy mommah`s day to your moms  http://plurk.com/p/stqya,happy moms,1
_Cal Work or...(hehe mind in the gutter)! I`m sittin here doin this student loan thing.,_Cal Work or...(hehe mind in the gutter)! I`m sittin here doin this student loan thing.,0
" Lol - I could have written that - would be good to have 2 Mondays this week, then I might catch up x",Lol could would good week might,1
 you`re surrounded by them! I have no official nieces/nephews yet, you`re surrounded by them! I have no official nieces/nephews yet,0
 Cant wait for DTE in Michigan this summer you guys are great look for me in the customized NKOTB Track Jacket,wait summer guys great look,1
 nope i have a fifth generation ipod classic  it likes to be dumb,ipod likes dumb,2
 meetings are overrated.,ELLE EST BONNE SA MERE,2
 I love the smell of procrastination in the morning... oder so.,love,1
